date,Wind Speed,Pressure,Relative Humidity,Temperature,Solar Radiation
2012-11-29 11:00:00,1.8492116928,984.674377441,18.6100618166,29.2046463213,642
2012-11-29 12:00:00,1.9009269476,983.744506836,18.4436460467,30.0379480567,670
2012-11-29 13:00:00,1.8774133921,983.09753418,19.4136381166,30.0918861412,632
2012-11-29 14:00:00,1.9972273111,982.980041504,21.0974416306,29.4172040931,526
2012-11-29 15:00:00,2.2068450451,982.62902832,24.0662410401,28.0370536117,360
2012-11-29 16:00:00,2.3338704109,982.616699219,36.4678628685,25.8352074674,160
2012-11-29 17:00:00,2.6996417046,982.795776367,43.6214789252,23.2400533056,3
2012-11-29 18:00:00,3.4678809643,983.350891113,43.387677837,22.0966145751,0
2012-11-29 19:00:00,4.2704305649,984.225891113,42.337550967,20.9353398778,0
2012-11-29 20:00:00,4.5224499702,985.099914551,42.0350336171,19.7601141384,0
2012-11-29 21:00:00,4.4101190567,985.700988769,41.666878363,18.7965575103,0
2012-11-29 22:00:00,4.1902503967,985.635986328,41.7208075756,17.9636390937,0
2012-11-29 23:00:00,3.9826931953,985.539489746,42.2617183031,17.2282154847,0
2012-11-30 00:00:00,3.8308930397,985.614440918,42.9420288502,16.5036355239,0
2012-11-30 01:00:00,3.7689762115,985.847961426,43.4078700869,15.8278616678,0
2012-11-30 02:00:00,3.6434953213,985.523620606,44.0382930467,15.143463759,0
2012-11-30 03:00:00,3.5222818851,985.432922363,44.7438470066,14.4782996101,0
2012-11-30 04:00:00,3.3400776386,985.604675293,45.9158909432,13.8348043526,0
2012-11-30 05:00:00,3.1388378143,986.17956543,47.4476385598,13.2693445772,0
2012-11-30 06:00:00,2.9841616154,986.826721191,48.6932998194,12.7906381849,0
2012-11-30 07:00:00,2.7953870296,987.606933594,47.5833616421,13.8515663081,22
2012-11-30 08:00:00,2.4197413921,988.146911621,35.3823964716,16.5805005732,206
2012-11-30 09:00:00,2.127841711,988.786437988,30.3338714452,20.1973288645,389
2012-11-30 10:00:00,2.5724806786,988.569519043,22.0766380335,24.6643616563,538
2012-11-30 11:00:00,2.8647227287,987.724914551,17.5546225739,27.2857104131,624
2012-11-30 12:00:00,2.7367787361,986.894226074,16.6956754344,28.3737915568,659
2012-11-30 13:00:00,2.6060631275,985.804748535,16.0583292425,28.5346365456,617
2012-11-30 14:00:00,2.4375936985,985.463562012,15.892803168,27.929326385,515
2012-11-30 15:00:00,2.2736642361,985.182373047,17.307279429,26.4652924382,359
2012-11-30 16:00:00,2.2188370228,985.340209961,31.1921786753,23.776613851,167
2012-11-30 17:00:00,2.3496134281,985.887329102,37.4223066102,20.7566771014,3
2012-11-30 18:00:00,2.5213794708,986.363891602,38.2792256587,19.6828690574,0
